frame,time,track_id,class,x1,y1,x2,y2,confidence,event
74,16:39:05,6,Parcel,33,151,343,306,0.30,
74,16:39:05,8,Parcel,16,156,336,308,0.65,
75,16:39:05,1,Person,233,158,472,479,0.53,
75,16:39:05,3,Person,4,151,474,480,0.49,
75,16:39:05,5,Person,0,0,137,477,0.78,
75,16:39:05,6,Parcel,33,151,343,306,0.30,
75,16:39:05,8,Parcel,18,156,336,308,0.77,
76,16:39:06,1,Person,234,158,472,479,0.63,
76,16:39:06,3,Person,4,151,474,480,0.49,
76,16:39:06,5,Person,0,0,136,477,0.79,
76,16:39:06,6,Parcel,33,151,343,306,0.30,
76,16:39:06,8,Parcel,20,155,336,307,0.76,
77,16:39:06,1,Person,234,158,473,479,0.58,
77,16:39:06,3,Person,4,151,474,480,0.49,
77,16:39:06,5,Person,0,3,134,477,0.67,ENTRY
77,16:39:06,6,Parcel,33,151,343,306,0.30,
77,16:39:06,8,Parcel,18,156,334,310,0.76,
78,16:39:06,1,Person,233,156,473,479,0.46,
78,16:39:06,3,Person,4,151,474,480,0.49,
78,16:39:06,5,Person,0,5,133,473,0.65,EXIT
78,16:39:06,6,Parcel,33,151,343,306,0.30,
78,16:39:06,8,Parcel,9,155,333,310,0.55,
79,16:39:06,1,Person,232,158,472,479,0.53,
79,16:39:06,3,Person,4,151,474,480,0.49,
79,16:39:06,5,Person,0,6,132,476,0.57,ENTRY
79,16:39:06,6,Parcel,33,151,343,306,0.30,
79,16:39:06,8,Parcel,9,155,332,309,0.65,
80,16:39:06,1,Person,234,156,473,479,0.57,
80,16:39:06,3,Person,4,151,474,480,0.49,
80,16:39:06,5,Person,0,17,129,479,0.46,
80,16:39:06,6,Parcel,33,151,343,306,0.30,
80,16:39:06,8,Parcel,6,157,329,314,0.86,
81,16:39:06,1,Person,234,155,475,479,0.48,
81,16:39:06,3,Person,4,151,474,480,0.49,
81,16:39:06,5,Person,0,4,124,476,0.57,
81,16:39:06,6,Parcel,33,151,343,306,0.30,
81,16:39:06,8,Parcel,2,158,325,315,0.44,
82,16:39:06,1,Person,234,155,475,479,0.48,
82,16:39:06,3,Person,16,154,475,479,0.47,
82,16:39:06,5,Person,0,4,122,474,0.54,EXIT
82,16:39:06,6,Parcel,33,151,343,306,0.30,
82,16:39:06,8,Parcel,1,158,324,317,0.57,
83,16:39:06,1,Person,235,156,474,479,0.61,
83,16:39:06,3,Person,16,154,475,479,0.47,
83,16:39:06,5,Person,0,6,118,473,0.53,
83,16:39:06,6,Parcel,33,151,343,306,0.30,
83,16:39:06,8,Parcel,1,159,321,317,0.79,
84,16:39:06,1,Person,234,156,473,479,0.53,
84,16:39:06,3,Person,16,154,475,479,0.47,
84,16:39:06,5,Person,0,0,114,474,0.51,
84,16:39:06,6,Parcel,33,151,343,306,0.30,
84,16:39:06,8,Parcel,0,162,317,319,0.66,ENTRY
85,16:39:06,1,Person,234,156,473,479,0.53,
85,16:39:06,3,Person,20,155,475,480,0.47,
85,16:39:06,5,Person,0,1,113,477,0.51,
85,16:39:06,6,Parcel,33,151,343,306,0.30,
85,16:39:06,8,Parcel,1,162,317,320,0.45,
86,16:39:07,1,Person,234,156,473,479,0.53,
86,16:39:07,3,Person,1,155,476,479,0.62,
86,16:39:07,5,Person,0,0,109,477,0.42,
86,16:39:07,6,Parcel,33,151,343,306,0.30,
86,16:39:07,8,Parcel,1,166,312,323,0.47,
87,16:39:07,1,Person,234,156,473,479,0.53,
87,16:39:07,3,Person,1,154,476,479,0.50,
87,16:39:07,5,Person,0,5,102,478,0.67,ENTRY
87,16:39:07,6,Parcel,33,151,343,306,0.30,
87,16:39:07,8,Parcel,0,172,307,329,0.47,
88,16:39:07,1,Person,234,156,473,479,0.53,
88,16:39:07,3,Person,0,153,475,479,0.61,
88,16:39:07,5,Person,0,4,89,477,0.52,
88,16:39:07,6,Parcel,33,151,343,306,0.30,
88,16:39:07,8,Parcel,4,194,294,351,0.36,
89,16:39:07,1,Person,244,154,478,479,0.74,
89,16:39:07,3,Person,0,153,475,479,0.61,
89,16:39:07,5,Person,0,0,85,473,0.55,EXIT
89,16:39:07,6,Parcel,33,151,343,306,0.30,
89,16:39:07,8,Parcel,4,194,294,351,0.36,
90,16:39:07,1,Person,225,152,481,479,0.68,
90,16:39:07,3,Parcel,1,229,278,479,0.34,
90,16:39:07,5,Person,0,0,69,475,0.66,
90,16:39:07,6,Parcel,33,151,343,306,0.30,
90,16:39:07,8,Parcel,4,194,294,351,0.36,
91,16:39:07,1,Person,222,154,485,479,0.83,
91,16:39:07,3,Parcel,0,295,261,479,0.38,
91,16:39:07,5,Person,0,0,45,416,0.50,
91,16:39:07,6,Parcel,33,151,343,306,0.30,
91,16:39:07,8,Parcel,4,194,294,351,0.36,
92,16:39:07,1,Person,223,153,484,479,0.85,
92,16:39:07,3,Parcel,0,302,258,479,0.87,
92,16:39:07,5,Person,0,0,47,422,0.61,
92,16:39:07,6,Parcel,33,151,343,306,0.30,
92,16:39:07,8,Parcel,4,194,294,351,0.36,
93,16:39:07,1,Person,223,155,484,479,0.82,
93,16:39:07,3,Parcel,0,314,239,479,0.70,
93,16:39:07,5,Person,0,0,56,339,0.61,
93,16:39:07,6,Parcel,33,151,343,306,0.30,
93,16:39:07,8,Parcel,4,194,294,351,0.36,
94,16:39:07,1,Person,222,154,484,479,0.81,
94,16:39:07,3,Parcel,0,308,230,479,0.76,
94,16:39:07,5,Person,0,1,52,333,0.61,
94,16:39:07,6,Parcel,33,151,343,306,0.30,
94,16:39:07,8,Parcel,4,194,294,351,0.36,
95,16:39:08,1,Person,220,154,485,479,0.81,
95,16:39:08,3,Parcel,0,303,234,479,0.63,
95,16:39:08,5,Person,0,0,52,328,0.58,
95,16:39:08,6,Parcel,33,151,343,306,0.30,
95,16:39:08,8,Parcel,4,194,294,351,0.36,
96,16:39:08,1,Person,221,153,484,479,0.80,
96,16:39:08,3,Parcel,0,303,234,479,0.47,
96,16:39:08,5,Person,0,1,48,328,0.59,
96,16:39:08,6,Parcel,33,151,343,306,0.30,
96,16:39:08,8,Parcel,4,194,294,351,0.36,
96,16:39:08,9,Parcel,0,302,236,479,0.35,
97,16:39:08,1,Person,220,152,485,479,0.84,
97,16:39:08,3,Parcel,0,293,236,479,0.39,
97,16:39:08,5,Person,0,0,41,319,0.51,
97,16:39:08,6,Parcel,33,151,343,306,0.30,
97,16:39:08,8,Parcel,4,194,294,351,0.36,
97,16:39:08,9,Parcel,0,294,236,479,0.45,
98,16:39:08,1,Person,221,155,483,479,0.85,
98,16:39:08,3,Parcel,0,253,237,479,0.49,
98,16:39:08,5,Person,0,0,39,475,0.39,
98,16:39:08,6,Parcel,33,151,343,306,0.30,
98,16:39:08,8,Parcel,4,194,294,351,0.36,
98,16:39:08,9,Parcel,0,294,236,479,0.45,
99,16:39:08,1,Person,222,154,483,479,0.86,
99,16:39:08,3,Parcel,0,229,257,479,0.33,
99,16:39:08,5,Person,0,0,40,479,0.48,
99,16:39:08,6,Parcel,33,151,343,306,0.30,
99,16:39:08,8,Parcel,4,194,294,351,0.36,
99,16:39:08,9,Parcel,0,294,236,479,0.45,
100,16:39:08,1,Person,219,154,478,479,0.86,
100,16:39:08,3,Parcel,0,178,279,479,0.47,
100,16:39:08,5,Person,0,0,40,479,0.48,
100,16:39:08,6,Parcel,33,151,343,306,0.30,
100,16:39:08,8,Parcel,4,194,294,351,0.36,
100,16:39:08,9,Parcel,0,294,236,479,0.45,
101,16:39:08,1,Person,218,152,479,479,0.87,
101,16:39:08,3,Parcel,0,178,279,479,0.47,
101,16:39:08,5,Person,0,0,40,479,0.48,
101,16:39:08,8,Parcel,4,194,294,351,0.36,
101,16:39:08,9,Parcel,0,294,236,479,0.45,
102,16:39:08,1,Person,219,153,478,479,0.86,
102,16:39:08,3,Person,0,1,186,454,0.38,EXIT
102,16:39:08,5,Person,0,0,40,479,0.48,
102,16:39:08,8,Parcel,4,194,294,351,0.36,
102,16:39:08,9,Parcel,0,294,236,479,0.45,
103,16:39:08,1,Person,226,150,484,479,0.86,
103,16:39:08,3,Person,0,1,186,454,0.38,
103,16:39:08,5,Person,0,23,67,479,0.45,ENTRY
103,16:39:08,8,Parcel,4,194,294,351,0.36,
103,16:39:08,9,Parcel,0,294,236,479,0.45,
104,16:39:08,1,Person,236,148,491,479,0.87,
104,16:39:08,3,Person,0,1,186,454,0.38,
104,16:39:08,5,Person,0,2,53,433,0.59,EXIT
104,16:39:08,8,Parcel,4,194,294,351,0.36,
104,16:39:08,9,Parcel,0,294,236,479,0.45,
105,16:39:09,1,Person,249,149,495,479,0.88,
105,16:39:09,3,Person,0,1,186,454,0.38,
105,16:39:09,5,Person,0,4,53,430,0.60,
105,16:39:09,8,Parcel,4,194,294,351,0.36,
105,16:39:09,9,Parcel,0,294,236,479,0.45,
106,16:39:09,1,Person,248,148,497,479,0.88,
106,16:39:09,3,Person,0,1,186,454,0.38,
106,16:39:09,5,Person,0,1,52,430,0.47,
106,16:39:09,8,Parcel,4,194,294,351,0.36,
106,16:39:09,9,Parcel,0,294,236,479,0.45,
107,16:39:09,1,Person,254,147,498,479,0.90,
107,16:39:09,3,Person,0,1,186,454,0.38,
107,16:39:09,5,Person,0,0,48,431,0.47,
107,16:39:09,8,Parcel,4,194,294,351,0.36,
107,16:39:09,9,Parcel,0,294,236,479,0.45,
108,16:39:09,1,Person,258,146,504,479,0.82,
108,16:39:09,3,Person,0,1,186,454,0.38,
108,16:39:09,5,Person,0,0,49,454,0.42,
108,16:39:09,8,Parcel,4,194,294,351,0.36,
108,16:39:09,9,Parcel,0,294,236,479,0.45,
109,16:39:09,1,Person,259,147,505,479,0.85,
109,16:39:09,3,Person,0,1,186,454,0.38,
109,16:39:09,5,Person,0,0,45,432,0.50,
109,16:39:09,8,Parcel,4,194,294,351,0.36,
109,16:39:09,9,Parcel,0,294,236,479,0.45,
110,16:39:09,1,Person,261,148,505,479,0.83,
110,16:39:09,3,Person,0,1,186,454,0.38,
110,16:39:09,5,Person,0,2,50,441,0.48,
110,16:39:09,8,Parcel,4,194,294,351,0.36,
110,16:39:09,9,Parcel,0,294,236,479,0.45,
111,16:39:09,1,Person,259,149,507,479,0.83,
111,16:39:09,3,Person,0,1,186,454,0.38,
111,16:39:09,5,Person,0,18,53,437,0.47,
111,16:39:09,8,Parcel,4,194,294,351,0.36,
111,16:39:09,9,Parcel,0,294,236,479,0.45,
112,16:39:09,1,Person,257,153,507,479,0.84,
112,16:39:09,3,Person,0,1,186,454,0.38,
112,16:39:09,5,Person,0,12,53,439,0.47,
112,16:39:09,8,Parcel,4,194,294,351,0.36,
112,16:39:09,9,Parcel,0,294,236,479,0.45,
113,16:39:09,1,Person,243,162,509,479,0.80,
113,16:39:09,3,Person,0,1,186,454,0.38,
113,16:39:09,5,Person,0,20,53,443,0.47,
113,16:39:09,8,Parcel,4,194,294,351,0.36,
113,16:39:09,9,Parcel,0,294,236,479,0.45,
114,16:39:10,1,Person,247,169,504,479,0.84,
114,16:39:10,3,Person,0,1,186,454,0.38,
114,16:39:10,5,Person,0,2,55,434,0.55,
114,16:39:10,8,Parcel,4,194,294,351,0.36,
114,16:39:10,9,Parcel,0,294,236,479,0.45,
115,16:39:10,1,Person,260,164,503,479,0.81,
115,16:39:10,3,Person,0,1,186,454,0.38,
115,16:39:10,5,Person,0,0,58,449,0.56,
115,16:39:10,8,Parcel,4,194,294,351,0.36,
115,16:39:10,9,Parcel,0,294,236,479,0.45,
116,16:39:10,1,Person,262,161,499,479,0.83,
116,16:39:10,3,Person,0,1,186,454,0.38,
116,16:39:10,5,Person,0,0,59,433,0.54,
116,16:39:10,8,Parcel,4,194,294,351,0.36,
116,16:39:10,9,Parcel,0,294,236,479,0.45,
117,16:39:10,1,Person,259,148,496,479,0.82,
117,16:39:10,3,Person,0,1,186,454,0.38,
117,16:39:10,5,Person,0,0,57,432,0.58,
117,16:39:10,8,Parcel,4,194,294,351,0.36,
117,16:39:10,9,Parcel,0,294,236,479,0.45,
118,16:39:10,1,Person,258,146,496,479,0.85,
118,16:39:10,3,Person,0,1,186,454,0.38,
118,16:39:10,5,Person,0,1,57,435,0.59,
118,16:39:10,8,Parcel,4,194,294,351,0.36,
118,16:39:10,9,Parcel,0,294,236,479,0.45,
119,16:39:10,1,Person,255,135,513,479,0.82,
119,16:39:10,3,Person,0,1,186,454,0.38,
119,16:39:10,5,Person,0,0,57,439,0.63,
119,16:39:10,9,Parcel,0,294,236,479,0.45,
120,16:39:10,1,Person,253,137,521,479,0.81,
120,16:39:10,3,Person,0,1,186,454,0.38,
120,16:39:10,5,Person,0,0,68,440,0.62,
120,16:39:10,9,Parcel,0,294,236,479,0.45,
121,16:39:10,1,Person,255,148,505,479,0.85,
121,16:39:10,3,Person,0,1,186,454,0.38,
121,16:39:10,5,Person,0,0,71,427,0.70,
121,16:39:10,9,Parcel,0,294,236,479,0.45,
122,16:39:10,1,Person,260,146,509,479,0.86,
122,16:39:10,3,Person,0,1,186,454,0.38,
122,16:39:10,5,Person,0,0,75,464,0.41,
122,16:39:10,9,Parcel,0,294,236,479,0.45,
123,16:39:10,1,Person,251,151,498,479,0.87,
123,16:39:10,3,Person,0,1,186,454,0.38,
123,16:39:10,5,Person,0,0,81,444,0.65,
123,16:39:10,9,Parcel,0,294,236,479,0.45,
124,16:39:11,1,Person,246,149,493,479,0.85,
124,16:39:11,3,Person,0,1,186,454,0.38,
124,16:39:11,5,Person,0,0,78,419,0.50,
124,16:39:11,9,Parcel,0,294,236,479,0.45,
125,16:39:11,1,Person,247,150,490,479,0.87,
125,16:39:11,3,Person,0,1,186,454,0.38,
125,16:39:11,5,Person,0,0,78,459,0.69,
125,16:39:11,9,Parcel,0,294,236,479,0.45,
126,16:39:11,1,Person,242,146,490,479,0.85,
126,16:39:11,3,Person,0,1,186,454,0.38,
126,16:39:11,5,Person,0,0,78,422,0.71,
126,16:39:11,9,Parcel,0,294,236,479,0.45,
127,16:39:11,1,Person,244,151,496,479,0.84,
127,16:39:11,3,Person,0,1,186,454,0.38,
127,16:39:11,5,Person,0,0,90,421,0.79,
127,16:39:11,9,Parcel,0,294,236,479,0.45,
128,16:39:11,1,Person,220,152,478,479,0.83,
128,16:39:11,3,Person,0,1,186,454,0.38,
128,16:39:11,5,Person,0,6,57,456,0.54,
129,16:39:11,1,Person,219,153,478,479,0.85,
129,16:39:11,3,Person,0,1,186,454,0.38,
129,16:39:11,5,Person,0,2,57,450,0.61,
130,16:39:11,1,Person,230,149,484,479,0.84,
130,16:39:11,3,Person,0,1,186,454,0.38,
130,16:39:11,5,Person,0,0,65,428,0.69,
131,16:39:11,1,Person,227,147,487,479,0.83,
131,16:39:11,3,Person,0,1,186,454,0.38,
131,16:39:11,5,Person,0,1,52,456,0.47,
