frame,time,track_id,class,x1,y1,x2,y2,confidence,event
41,16:50:00,1,Person,112,140,588,479,0.85,
42,16:50:01,1,Person,110,140,587,479,0.86,
43,16:50:01,1,Person,97,141,587,479,0.88,
44,16:50:01,1,Person,95,143,584,479,0.88,
45,16:50:01,1,Person,87,143,565,479,0.88,
46,16:50:01,1,Person,93,144,565,479,0.89,
47,16:50:01,1,Person,123,139,564,479,0.90,
48,16:50:01,1,Person,140,136,563,479,0.89,
49,16:50:01,1,Person,163,133,567,479,0.88,
50,16:50:01,1,Person,166,131,570,479,0.88,
51,16:50:01,1,Person,168,130,570,479,0.87,
52,16:50:01,1,Person,172,129,568,479,0.85,
53,16:50:01,1,Person,159,126,563,479,0.84,
54,16:50:02,1,Person,155,127,565,479,0.82,
55,16:50:02,1,Person,144,131,615,479,0.82,
56,16:50:02,1,Person,100,2,603,479,0.86,
57,16:50:02,1,Person,43,47,620,479,0.79,
58,16:50:02,1,Person,1,19,582,479,0.79,
59,16:50:02,1,Person,1,0,613,479,0.83,EXIT
60,16:50:02,1,Person,15,164,576,479,0.79,ENTRY
61,16:50:02,1,Person,14,165,578,479,0.74,
62,16:50:02,1,Person,19,73,592,479,0.73,
63,16:50:02,1,Person,25,165,583,479,0.81,
64,16:50:02,1,Person,39,165,570,479,0.76,
65,16:50:02,1,Person,85,166,570,479,0.71,
65,16:50:02,3,Parcel,275,83,404,477,0.33,
66,16:50:02,1,Person,86,151,566,479,0.74,
66,16:50:02,3,Parcel,275,83,404,477,0.33,
67,16:50:03,1,Person,81,149,566,479,0.73,
67,16:50:03,3,Parcel,275,83,404,477,0.33,
68,16:50:03,1,Person,101,112,627,479,0.55,
68,16:50:03,3,Parcel,290,112,402,441,0.32,
69,16:50:03,1,Person,106,108,617,479,0.64,
69,16:50:03,3,Parcel,287,113,401,477,0.33,
70,16:50:03,1,Person,93,172,568,479,0.59,
70,16:50:03,3,Parcel,280,115,397,479,0.34,
71,16:50:03,1,Person,68,162,564,479,0.57,
71,16:50:03,3,Parcel,279,115,396,479,0.37,
72,16:50:03,1,Person,102,114,587,479,0.58,
72,16:50:03,3,Parcel,279,115,396,479,0.37,
73,16:50:03,1,Person,94,138,566,479,0.50,
73,16:50:03,3,Parcel,284,116,393,414,0.36,
74,16:50:03,1,Person,103,116,595,479,0.47,
74,16:50:03,3,Parcel,284,116,393,414,0.36,
75,16:50:03,1,Person,105,116,586,479,0.59,
75,16:50:03,3,Parcel,284,116,393,414,0.36,
76,16:50:03,1,Person,65,162,561,479,0.46,
76,16:50:03,3,Parcel,278,116,393,479,0.31,
77,16:50:03,1,Person,66,161,561,479,0.51,
77,16:50:03,3,Parcel,283,116,393,476,0.30,
78,16:50:03,1,Person,104,114,586,479,0.56,
78,16:50:03,3,Parcel,283,116,393,476,0.30,
79,16:50:04,1,Person,84,135,566,479,0.66,
79,16:50:04,3,Parcel,283,116,393,476,0.30,
80,16:50:04,1,Person,84,122,568,479,0.77,
80,16:50:04,3,Parcel,283,116,393,476,0.30,
81,16:50:04,1,Person,104,119,579,479,0.48,
81,16:50:04,3,Parcel,283,116,393,476,0.30,
82,16:50:04,1,Person,84,141,563,479,0.70,
82,16:50:04,3,Parcel,283,116,393,476,0.30,
83,16:50:04,1,Person,83,142,561,479,0.59,
83,16:50:04,3,Parcel,283,116,393,476,0.30,
84,16:50:04,1,Person,84,139,560,479,0.68,
84,16:50:04,3,Parcel,283,116,393,476,0.30,
85,16:50:04,1,Person,83,133,566,479,0.79,
85,16:50:04,3,Parcel,283,116,393,476,0.30,
86,16:50:04,1,Person,80,139,562,479,0.66,
86,16:50:04,3,Parcel,283,116,393,476,0.30,
87,16:50:04,1,Person,83,124,571,479,0.80,
87,16:50:04,3,Parcel,283,116,393,476,0.30,
88,16:50:04,1,Person,82,134,569,479,0.84,
88,16:50:04,3,Parcel,283,116,393,476,0.30,
89,16:50:04,1,Person,83,120,569,479,0.74,
89,16:50:04,3,Parcel,283,116,393,476,0.30,
90,16:50:04,1,Person,91,123,574,479,0.77,
90,16:50:04,3,Parcel,283,116,393,476,0.30,
91,16:50:04,1,Person,93,127,574,479,0.69,
91,16:50:04,3,Parcel,283,116,393,476,0.30,
92,16:50:05,1,Person,132,162,612,479,0.65,
92,16:50:05,3,Parcel,283,116,393,476,0.30,
93,16:50:05,1,Person,130,171,612,479,0.80,
93,16:50:05,3,Parcel,283,116,393,476,0.30,
94,16:50:05,1,Person,120,170,576,479,0.82,
94,16:50:05,3,Parcel,283,116,393,476,0.30,
95,16:50:05,1,Person,124,171,606,479,0.83,
95,16:50:05,3,Parcel,283,116,393,476,0.30,
96,16:50:05,1,Person,129,172,638,479,0.90,
96,16:50:05,3,Parcel,283,116,393,476,0.30,
97,16:50:05,1,Person,140,172,549,479,0.85,
97,16:50:05,3,Parcel,283,116,393,476,0.30,
98,16:50:05,1,Person,144,171,554,479,0.83,
98,16:50:05,3,Parcel,283,116,393,476,0.30,
99,16:50:05,1,Person,156,170,544,479,0.85,
99,16:50:05,3,Parcel,283,116,393,476,0.30,
100,16:50:05,1,Person,157,169,545,479,0.87,
100,16:50:05,3,Parcel,283,116,393,476,0.30,
101,16:50:05,1,Person,164,166,551,479,0.83,
101,16:50:05,3,Parcel,283,116,393,476,0.30,
102,16:50:05,1,Person,163,165,550,479,0.82,
102,16:50:05,3,Parcel,283,116,393,476,0.30,
103,16:50:05,1,Person,163,162,561,479,0.77,
103,16:50:05,3,Parcel,283,116,393,476,0.30,
104,16:50:06,1,Person,163,161,547,479,0.76,
104,16:50:06,3,Parcel,283,116,393,476,0.30,
105,16:50:06,1,Person,160,157,536,479,0.80,
105,16:50:06,3,Parcel,283,116,393,476,0.30,
106,16:50:06,1,Person,160,156,535,479,0.81,
106,16:50:06,3,Parcel,283,116,393,476,0.30,
107,16:50:06,1,Person,151,149,627,479,0.77,
107,16:50:06,3,Parcel,283,116,393,476,0.30,
108,16:50:06,1,Person,143,149,560,479,0.74,
109,16:50:06,1,Person,119,146,541,479,0.84,
110,16:50:06,1,Person,116,146,537,479,0.85,
111,16:50:06,1,Person,114,146,538,479,0.84,
112,16:50:06,1,Person,111,147,539,479,0.86,
113,16:50:06,1,Person,103,146,542,479,0.85,
114,16:50:06,1,Person,96,144,542,479,0.84,
115,16:50:06,1,Person,92,143,547,479,0.85,
116,16:50:07,1,Person,84,144,546,479,0.87,
117,16:50:07,1,Person,82,142,546,479,0.88,
118,16:50:07,1,Person,83,141,542,479,0.87,
119,16:50:07,1,Person,76,141,545,479,0.88,
120,16:50:07,1,Person,74,141,547,479,0.89,
121,16:50:07,1,Person,70,141,545,479,0.87,
122,16:50:07,1,Person,70,142,543,479,0.86,
123,16:50:07,1,Person,77,142,539,479,0.86,
