frame,time,track_id,class,x1,y1,x2,y2,confidence,event
350,16:03:55,5,Person,183,166,572,479,0.71,
351,16:03:55,5,Person,194,164,605,479,0.82,
352,16:03:55,5,Person,193,163,608,479,0.87,
353,16:03:55,5,Person,197,164,617,479,0.84,
354,16:03:55,5,Person,192,150,637,479,0.81,
354,16:03:55,6,Person,0,24,179,478,0.67,
355,16:03:55,5,Person,123,78,636,479,0.88,
355,16:03:55,6,Person,0,47,161,478,0.60,
356,16:03:55,5,Person,106,8,638,478,0.89,
356,16:03:55,6,Person,0,49,111,478,0.47,
357,16:03:56,5,Person,80,15,638,479,0.92,
357,16:03:56,6,Person,0,49,111,478,0.47,
358,16:03:56,5,Person,60,2,638,479,0.92,
358,16:03:56,6,Person,0,49,111,478,0.47,
359,16:03:56,5,Person,58,0,638,479,0.94,EXIT
359,16:03:56,6,Person,0,49,111,478,0.47,
360,16:03:56,5,Person,72,8,640,478,0.93,ENTRY
360,16:03:56,6,Person,0,49,111,478,0.47,
361,16:03:56,5,Person,66,0,639,479,0.91,EXIT
361,16:03:56,6,Person,0,49,111,478,0.47,
362,16:03:56,5,Person,38,0,639,478,0.94,
362,16:03:56,6,Person,0,49,111,478,0.47,
363,16:03:56,5,Person,65,0,639,479,0.91,
363,16:03:56,6,Person,0,49,111,478,0.47,
364,16:03:56,5,Person,59,0,639,478,0.93,
364,16:03:56,6,Person,0,49,111,478,0.47,
365,16:03:56,5,Person,68,3,638,479,0.92,ENTRY
365,16:03:56,6,Person,0,49,111,478,0.47,
366,16:03:57,5,Person,56,42,638,479,0.90,
366,16:03:57,6,Person,0,49,111,478,0.47,
367,16:03:57,5,Person,63,48,638,479,0.91,
367,16:03:57,6,Person,0,49,111,478,0.47,
368,16:03:57,5,Person,72,43,639,479,0.92,
368,16:03:57,6,Person,0,49,111,478,0.47,
369,16:03:57,5,Person,53,39,638,479,0.90,
369,16:03:57,6,Person,0,49,111,478,0.47,
370,16:03:57,5,Person,71,49,638,479,0.90,
370,16:03:57,6,Person,0,49,111,478,0.47,
371,16:03:57,5,Person,17,43,635,478,0.92,
371,16:03:57,6,Person,0,49,111,478,0.47,
372,16:03:57,5,Person,109,55,640,479,0.86,
372,16:03:57,6,Person,0,49,111,478,0.47,
373,16:03:57,5,Person,139,55,640,479,0.89,
373,16:03:57,6,Person,0,149,109,479,0.78,
374,16:03:57,5,Person,177,68,639,478,0.90,
374,16:03:57,6,Person,0,145,199,479,0.74,
375,16:03:58,5,Person,195,66,639,479,0.88,
375,16:03:58,6,Person,0,146,136,479,0.84,
376,16:03:58,5,Person,193,58,639,479,0.91,
376,16:03:58,6,Person,0,129,140,478,0.86,
377,16:03:58,5,Person,189,51,639,479,0.90,
377,16:03:58,6,Person,0,129,136,479,0.87,
378,16:03:58,5,Person,181,55,639,479,0.90,
378,16:03:58,6,Person,0,128,133,479,0.87,
379,16:03:58,5,Person,176,52,639,479,0.91,
379,16:03:58,6,Person,0,127,130,479,0.87,
380,16:03:58,5,Person,173,55,639,478,0.92,
380,16:03:58,6,Person,0,125,127,479,0.88,
381,16:03:58,5,Person,172,48,639,479,0.92,
381,16:03:58,6,Person,0,125,126,479,0.90,
382,16:03:59,5,Person,172,51,639,478,0.90,
382,16:03:59,6,Person,0,123,128,479,0.91,
383,16:03:59,5,Person,169,45,639,479,0.92,
383,16:03:59,6,Person,0,124,131,479,0.88,
384,16:03:59,5,Person,172,49,638,479,0.82,
384,16:03:59,6,Person,0,125,134,479,0.88,
385,16:03:59,5,Person,167,46,639,479,0.82,
385,16:03:59,6,Person,0,145,131,479,0.88,
386,16:03:59,5,Person,167,46,639,479,0.93,
386,16:03:59,6,Person,0,127,130,479,0.89,
387,16:03:59,5,Person,172,53,639,479,0.93,
387,16:03:59,6,Person,0,127,130,479,0.89,
388,16:03:59,5,Person,172,47,639,478,0.91,
388,16:03:59,6,Person,0,127,130,478,0.90,
389,16:04:00,5,Person,172,45,639,479,0.93,
389,16:04:00,6,Person,0,126,132,478,0.86,
390,16:04:00,5,Person,159,39,639,478,0.91,
390,16:04:00,6,Person,0,126,126,479,0.88,
391,16:04:00,5,Person,153,18,639,479,0.88,
391,16:04:00,6,Person,0,153,108,479,0.84,
392,16:04:00,5,Person,152,19,639,479,0.91,
392,16:04:00,6,Person,0,130,94,479,0.72,
393,16:04:00,5,Person,153,26,639,478,0.90,
393,16:04:00,6,Person,0,130,94,479,0.72,
394,16:04:00,5,Person,144,34,639,478,0.92,
394,16:04:00,6,Person,0,130,94,479,0.72,
395,16:04:01,5,Person,142,30,639,478,0.92,
395,16:04:01,6,Person,0,130,94,479,0.72,
396,16:04:01,5,Person,140,5,640,478,0.90,
396,16:04:01,6,Person,0,130,94,479,0.72,
